"group","variant","label","param","median","lo95","hi95","rhat"
"English","long_free_s_slopes","free s","sigma_alpha",1.92845105195228,1.75588038720148,2.1533438282276,1.00291035015547
"English","long_free_s_slopes","free s","sigma_xi",2.00098342237081,1.83524579654786,2.21853574220574,1.00291035015547
"English","long_free_s_slopes","free s","sigma_zeta",3.07994581415231,2.7725418843628,3.44581123109263,1.01215629012793
"English","long_free_s_slopes","free s","rho_xi_zeta",0.508299954519713,0.382660867868603,0.603233600980878,1.00957323127357
"English","long_free_s_slopes","free s","pi_alpha",0.928817220738897,0.915379914978969,0.942093267158375,1.00291035015547
"English","long_free_s_slopes","free s","delta",8.13571189677453,7.72035252603822,8.62637638008035,1.0223604936447
"English","long_free_s_slopes","free s","s",3.07092503875089,2.13897951751911,3.87446115015177,1.02459343390076
"English","long_2pl_slopes","add 2PL","sigma_alpha",1.74583521677966,1.55900081355583,1.94996185739435,1.00013495294708
"English","long_2pl_slopes","add 2PL","sigma_xi",1.82563736842045,1.64787582488981,2.02172264226419,1.00014327911895
"English","long_2pl_slopes","add 2PL","sigma_zeta",3.20232428400496,2.86170717281382,3.53632368940645,1.00492730313244
"English","long_2pl_slopes","add 2PL","rho_xi_zeta",0.140046396447279,-0.00222890542472195,0.286927183660228,1.00106913938613
"English","long_2pl_slopes","add 2PL","pi_alpha",0.914486853140728,0.895042625092983,0.930270143347942,1.00017900774029
"English","long_2pl_slopes","add 2PL","delta",9.18417925745392,8.75692953960309,9.56146125063142,1.00416388313521
"English","long_2pl_slopes","add 2PL","s",0.545639711380067,0.446685686423502,0.64086013004439,1.00047981518905
"English","long_2pl_slopes","add 2PL","sigma_lambda",0.306791981624768,0.272884730041172,0.352398025522543,1.0222416510392
"Norwegian","long_slopes_norwegian","lean ref","sigma_alpha",2.09573756100869,1.88854588922411,2.33373132087196,1.01209556406389
"Norwegian","long_slopes_norwegian","lean ref","sigma_xi",2.16266666905834,1.96255363558808,2.39401609747013,1.01209556406389
"Norwegian","long_slopes_norwegian","lean ref","sigma_zeta",3.73056563231206,3.37984022441476,4.14003800860519,1.00605904490953
"Norwegian","long_slopes_norwegian","lean ref","rho_xi_zeta",-0.312562720351736,-0.429948240041109,-0.176401408379776,1.00054614411772
"Norwegian","long_slopes_norwegian","lean ref","pi_alpha",0.93906276450188,0.926002192392467,0.950271221725925,1.01209556406389
"Norwegian","long_slopes_norwegian","lean ref","delta",11.4621661130684,11.3012374996952,11.6221009509395,1.00006368453474
"Norwegian","long_slopes_norwegian","lean ref","s",0.544629868496112,0.44826967385953,0.64323612408516,0.999605312820871
"Norwegian","long_baseline_norwegian","drop slopes","sigma_alpha",1.89126857598141,1.72929564197335,2.11128087976201,1.08864503518572
"Norwegian","long_baseline_norwegian","drop slopes","sigma_xi",1.96517378976515,1.80982723327307,2.17773234142961,1.08864503518572
"Norwegian","long_baseline_norwegian","drop slopes","rho_xi_zeta",0.0410347625054616,-0.788189689120332,0.81618664139526,1.00020803770016
"Norwegian","long_baseline_norwegian","drop slopes","pi_alpha",0.926199382042236,0.912986290314573,0.939902981893557,1.08864503518572
"Norwegian","long_baseline_norwegian","drop slopes","delta",10.9856624345159,10.8638137604821,11.1146590728347,1.00010434546765
"Norwegian","long_baseline_norwegian","drop slopes","s",0.529114658410559,0.432383914018977,0.625175190376153,1.00001918606576
"Norwegian","long_fix_delta_slopes_norwegian","pin delta=0","sigma_alpha",31.248922873163,15.3517818629673,32.1184810654691,1.20399633142148
"Norwegian","long_fix_delta_slopes_norwegian","pin delta=0","sigma_xi",31.2534828767885,15.3610617330044,32.1229176313379,1.20389452270053
"Norwegian","long_fix_delta_slopes_norwegian","pin delta=0","sigma_zeta",38.0294330032565,37.06537459145,41.9705630541904,1.20638164827137
"Norwegian","long_fix_delta_slopes_norwegian","pin delta=0","rho_xi_zeta",0.989600670910036,-0.991868668079154,0.992107878172567,1.23175767748894
"Norwegian","long_fix_delta_slopes_norwegian","pin delta=0","s",0.321321929620891,0.203845434593166,0.902915949767706,1.21115155291943
"Norwegian","long_fix_delta_slopes_norwegian","pin delta=0","sigma_lambda",0.0560414436506091,0.0512645554625422,0.0575807949785173,1.21073923401136
"Norwegian","long_free_s_slopes_norwegian","free s","sigma_alpha",1.98546918627055,1.78677362259633,2.19224571011263,1.0291001163219
"Norwegian","long_free_s_slopes_norwegian","free s","sigma_xi",2.05599102295879,1.86482470387387,2.25631390781671,1.0291001163219
"Norwegian","long_free_s_slopes_norwegian","free s","sigma_zeta",3.26785088169688,2.93821429374059,3.6532008403842,1.00036777031214
"Norwegian","long_free_s_slopes_norwegian","free s","rho_xi_zeta",-0.0528612102441685,-0.187624014026122,0.0906828237015132,1.0032229715934
"Norwegian","long_free_s_slopes_norwegian","free s","pi_alpha",0.932575226865878,0.918043029171412,0.94401613443157,1.0291001163219
"Norwegian","long_free_s_slopes_norwegian","free s","delta",9.38471789532363,8.98512086480874,9.77955638569844,1.00261789809487
"Norwegian","long_free_s_slopes_norwegian","free s","s",4.85390750293633,4.06319660669959,5.6040635511848,1.00212122281297
"Norwegian","long_2pl_slopes_norwegian","add 2PL","sigma_alpha",1.83341377819595,1.61156406406444,2.08624927667357,1.00494558302413
"Norwegian","long_2pl_slopes_norwegian","add 2PL","sigma_xi",1.90955944667694,1.69768958571399,2.15347329709871,1.00494558302413
"Norwegian","long_2pl_slopes_norwegian","add 2PL","sigma_zeta",3.0113831198622,2.66522693890729,3.38313575360005,1.0331998089509
"Norwegian","long_2pl_slopes_norwegian","add 2PL","rho_xi_zeta",-0.40252182471695,-0.509078348112124,-0.28660405668933,1.00027705988798
"Norwegian","long_2pl_slopes_norwegian","add 2PL","pi_alpha",0.921838018242498,0.901111599362513,0.938541360752796,1.00494558302413
"Norwegian","long_2pl_slopes_norwegian","add 2PL","delta",9.28131336531285,8.68730592360143,9.85027684873115,1.01314168572673
"Norwegian","long_2pl_slopes_norwegian","add 2PL","s",0.551447810383117,0.458838503688164,0.648204130055474,0.999625383721557
"Norwegian","long_2pl_slopes_norwegian","add 2PL","sigma_lambda",0.422718163535865,0.378193748498207,0.47818568987249,1.0041229233555
"IO","io_slopes","BabyView","sigma_alpha",1.16729818439815,0.857354849534687,1.66608491988173,1.00212099261555
"IO","io_slopes","BabyView","sigma_zeta",2.61197924522908,1.97960935551282,3.44963513278793,0.999534191257882
"IO","io_slopes","BabyView","pi_alpha",0.848939408020625,0.694628006894888,0.933701154465626,1.00202088716856
"IO","io_slopes","BabyView","delta",6.3775918498702,5.95821611634424,6.81298908997856,0.999647654981834
"IO","io_slopes","BabyView","s",0.521930546928101,0.42289995269912,0.619169752172001,1.0003146561787
"IO","io_slopes","BabyView","beta_react",0.281582974383477,-0.435569500851468,1.00566916942167,1.00078223767616
"IO","io_slopes","BabyView","sigma_within",0.70408397911575,0.69098131772443,0.717020275683685,0.999574754778225
"IO","io_slopes","BabyView","sigma_r",0.490493853379262,0.362091110090797,0.712399338511648,1.00713765304272
"IO","io_slopes_seedlings","SEEDLingS","sigma_alpha",2.62333458717797,2.18761084431097,3.22128927986342,1.00084959943791
"IO","io_slopes_seedlings","SEEDLingS","sigma_zeta",3.67959240992856,3.06946693093953,4.46213990978509,0.999643842687467
"IO","io_slopes_seedlings","SEEDLingS","pi_alpha",0.982115698321574,0.968567851256321,0.990278153961685,1.00145118016702
"IO","io_slopes_seedlings","SEEDLingS","delta",8.05688731206397,7.66073141030793,8.43757974255798,1.00003130207788
"IO","io_slopes_seedlings","SEEDLingS","s",0.543942246916993,0.448475058329215,0.643639060621238,1.00016793140043
"IO","io_slopes_seedlings","SEEDLingS","sigma_within",0.374982706445264,0.35175470604817,0.401096108885316,1.00916700270902
"IO","io_slopes_seedlings","SEEDLingS","sigma_r",0.353409247852467,0.288093127808446,0.445921205420855,1.00097032191418
"Proc","long_proc_slopes","Stanford+LWL","sigma_alpha",1.65835985946726,1.35892334594703,2.03349538177261,1.00295753747576
"Proc","long_proc_slopes","Stanford+LWL","sigma_xi",1.74217353583968,1.46002872063185,2.10240688546369,1.00295753747576
"Proc","long_proc_slopes","Stanford+LWL","sigma_zeta",6.41513459248845,5.42139314755103,7.56305495781043,1.0033489921711
"Proc","long_proc_slopes","Stanford+LWL","pi_alpha",0.906097072281883,0.866297614521265,0.935519472070556,1.00295753747576
"Proc","long_proc_slopes","Stanford+LWL","delta",2.57671944521352,1.65478882457592,3.4051004942381,1.00139856777574
"Proc","long_proc_slopes","Stanford+LWL","s",0.505648920269548,0.404400788111844,0.608802124887329,0.999703870370159
"Proc","long_proc_slopes","Stanford+LWL","gamma_rt",0.0808182804509045,0.0411249207423913,0.120456452610669,0.999965655987236
"Proc","long_proc_slopes","Stanford+LWL","mu_rtslope",-0.724795687624719,-1.08179193842278,-0.374193704177059,0.999991848550329
"Proc","long_proc_slopes","Stanford+LWL","sigma_rtslope",0.763685414597871,0.488579130094809,1.0601166080288,0.999840309152423
"Proc","long_proc_slopes","Stanford+LWL","sigma_lwl",0.226456983448518,0.203910019645165,0.253336451504085,0.999841310591899
"Difficulty","long_no_class_slopes","no_class (en)","sigma_alpha",1.73095316462942,1.55505252078111,1.90821855235153,1.00599768435283
"Difficulty","long_no_class_slopes","no_class (en)","sigma_xi",1.81141106740083,1.64414097304242,1.98149167108491,1.00602552413207
"Difficulty","long_no_class_slopes","no_class (en)","sigma_zeta",3.48166572242728,3.16714589483634,3.86750185205262,1.02111674970157
"Difficulty","long_no_class_slopes","no_class (en)","rho_xi_zeta",0.347280391546574,0.219539110485244,0.460033203678982,1.00314130650168
"Difficulty","long_no_class_slopes","no_class (en)","pi_alpha",0.913138387235426,0.89456523916971,0.9274098942836,1.00570176088977
"Difficulty","long_no_class_slopes","no_class (en)","delta",9.39043463991176,9.23662917131898,9.54043211517092,1.00220607808106
"Difficulty","long_no_class_slopes","no_class (en)","s",0.522450539583824,0.432152703232397,0.619936327741403,1.00281840515835
"Difficulty","long_no_class_slopes","no_class (en)","beta_c[1]",0.99984884801871,0.997779383601591,1.00185402898944,1.001022962346
"Difficulty","long_no_class_slopes_norwegian","no_class (nor)","sigma_alpha",2.08231823391271,1.8932446810621,2.30685493018736,1.0088834972816
"Difficulty","long_no_class_slopes_norwegian","no_class (nor)","sigma_xi",2.14966518887027,1.96707565237066,2.36782407830487,1.00890928931879
"Difficulty","long_no_class_slopes_norwegian","no_class (nor)","sigma_zeta",3.7273477601375,3.37660994671059,4.1421823815748,1.00150574419492
"Difficulty","long_no_class_slopes_norwegian","no_class (nor)","rho_xi_zeta",-0.31647828702256,-0.429899632181714,-0.180660186781654,1.00161584757452
"Difficulty","long_no_class_slopes_norwegian","no_class (nor)","pi_alpha",0.938323421242604,0.926342019323716,0.94916497319255,1.00880699242204
"Difficulty","long_no_class_slopes_norwegian","no_class (nor)","delta",11.462312242584,11.3066886367187,11.6248584245312,1.00120851957667
"Difficulty","long_no_class_slopes_norwegian","no_class (nor)","s",0.545747916084617,0.453385804360219,0.638909239531376,1.00522409849901
"Difficulty","long_class_beta_slopes","class_beta (en)","sigma_alpha",1.7189503458417,1.54432610188929,1.91597717051632,1.00121374571961
"Difficulty","long_class_beta_slopes","class_beta (en)","sigma_xi",1.7999448570349,1.63399948158691,1.98896448323639,1.00126991781992
"Difficulty","long_class_beta_slopes","class_beta (en)","sigma_zeta",3.45359750890027,3.13711356111782,3.81723378738683,1.00064332240508
"Difficulty","long_class_beta_slopes","class_beta (en)","rho_xi_zeta",0.361178631032072,0.231084781108241,0.475230201931136,1.03072794392883
"Difficulty","long_class_beta_slopes","class_beta (en)","pi_alpha",0.912028191217312,0.893252406501725,0.927954332534367,1.00120076713766
"Difficulty","long_class_beta_slopes","class_beta (en)","delta",9.35875130925163,9.21256080485748,9.50780214323693,0.999925865398751
"Difficulty","long_class_beta_slopes","class_beta (en)","s",0.527273765201002,0.433642138584035,0.624004162062296,0.999982437425693
"Difficulty","long_class_beta_slopes","class_beta (en)","beta_c[1]",0.549496858647379,0.36248478531416,0.75144263481979,1.00532112486182
"Difficulty","long_class_beta_slopes","class_beta (en)","beta_c[2]",0.447282829360847,0.280200973717164,0.624522706352139,1.00457420416253
"Difficulty","long_class_beta_slopes","class_beta (en)","beta_c[3]",0.364116464556406,0.098508161355464,0.607983037029887,0.999817085069068
"Difficulty","long_class_beta_slopes","class_beta (en)","beta_c[4]",0.157315866642301,-0.0822430548041238,0.370109566328592,1.00167600604869
"LMM","long_lmm_slopes","LMM (en)","sigma_alpha",1.65372168201178,1.47707904977363,1.84958806385923,1.01676402381544
"LMM","long_lmm_slopes","LMM (en)","sigma_xi",1.73775907382065,1.570596612211,1.92509407775132,1.01676402381544
"LMM","long_lmm_slopes","LMM (en)","sigma_zeta",0.183753771406976,0.165591093009896,0.206205725998004,1.00208707502944
"LMM","long_lmm_slopes","LMM (en)","rho_xi_zeta",0.433451111192041,0.310521575748749,0.544653376597125,1.00005944826183
"LMM","long_lmm_slopes","LMM (en)","pi_alpha",0.90561938712257,0.884459932213442,0.92309438868384,1.01676402381544
"LMM","long_lmm_slopes","LMM (en)","beta_age",0.504388512896909,0.49749397086326,0.511655211015063,1.00049793258472
"LMM","long_lmm_slopes","LMM (en)","beta_c[1]",0.999941083911594,0.997801683102201,1.00191989522299,1.00005559563249
"LMM","long_lmm_slopes","LMM (en)","beta_c[4]",0.999992528649718,0.997881291114404,1.00209652011655,1.00407026287703
